,path,Total,Total Entity,B Entity
1399,"['root', 'advcl', 'ccomp', 'advcl', 'nsubj', 'compound']",1,1,1
1400,"['root', 'advcl', 'ccomp', 'advcl', 'nsubj']",1,0,0
1401,"['root', 'advcl', 'ccomp', 'advcl', 'acomp']",1,0,0
1402,"['root', 'advcl', 'ccomp', 'advcl', 'acomp', 'prep', 'pobj', 'nummod']",1,0,0
1403,"['root', 'advcl', 'ccomp', 'advcl', 'acomp', 'prep', 'pobj']",1,0,0
1404,"['root', 'ccomp', 'dobj', 'conj', 'neg']",1,0,0
1405,"['root', 'ccomp', 'dobj', 'conj', 'amod']",1,0,0
1406,"['root', 'acomp', 'npadvmod', 'advmod']",1,0,0
1407,"['root', 'conj', 'npadvmod']",1,0,0
1408,"['root', 'conj', 'npadvmod', 'prep']",1,0,0
1409,"['root', 'conj', 'npadvmod', 'prep', 'pobj']",1,0,0
1410,"['root', 'ccomp', 'conj', 'advmod', 'prep', 'pobj', 'det']",2,0,0
1411,"['root', 'ccomp', 'conj', 'prep', 'pcomp', 'prep']",1,0,0
1412,"['root', 'ccomp', 'conj', 'prep', 'pcomp', 'prep', 'pobj']",1,0,0
1413,"['root', 'ccomp', 'conj', 'prep', 'pcomp', 'prep', 'pobj', 'nmod', 'nmod']",1,1,1
1414,"['root', 'ccomp', 'conj', 'prep', 'pcomp', 'prep', 'pobj', 'nmod']",1,1,0
1415,"['root', 'ccomp', 'conj', 'prep', 'pcomp', 'prep', 'pobj', 'amod']",1,0,0
1416,"['root', 'ccomp', 'prep', 'prep']",2,0,0
1417,"['root', 'ccomp', 'prep', 'prep', 'pobj', 'det']",2,0,0
1418,"['root', 'ccomp', 'prep', 'prep', 'pobj']",2,0,0
1419,"['root', 'ccomp', 'prep', 'prep', 'pobj', 'relcl', 'advmod']",1,0,0
1420,"['root', 'ccomp', 'prep', 'prep', 'pobj', 'relcl']",1,0,0
1421,"['root', 'ccomp', 'prep', 'prep', 'pobj', 'relcl', 'nsubj']",1,0,0
1422,"['root', 'ccomp', 'prep', 'prep', 'pobj', 'relcl', 'xcomp', 'aux']",1,0,0
1423,"['root', 'ccomp', 'prep', 'prep', 'pobj', 'relcl', 'xcomp']",1,0,0
1424,"['root', 'ccomp', 'prep', 'prep', 'pobj', 'relcl', 'xcomp', 'prt']",1,0,0
1425,"['root', 'ccomp', 'prep', 'prep', 'pobj', 'relcl', 'xcomp', 'prep']",1,0,0
1426,"['root', 'ccomp', 'prep', 'prep', 'pobj', 'relcl', 'xcomp', 'prep', 'pobj', 'amod']",1,0,0
1427,"['root', 'ccomp', 'prep', 'prep', 'pobj', 'relcl', 'xcomp', 'prep', 'pobj']",1,1,1
1428,"['root', 'ccomp', 'prep', 'prep', 'pobj', 'relcl', 'xcomp', 'npadvmod', 'advmod']",1,0,0
1429,"['root', 'ccomp', 'prep', 'prep', 'pobj', 'relcl', 'xcomp', 'npadvmod']",1,0,0
1430,"['root', 'ccomp', 'prep', 'prep', 'pobj', 'relcl', 'xcomp', 'npadvmod', 'cc']",1,0,0
1431,"['root', 'ccomp', 'prep', 'prep', 'pobj', 'relcl', 'xcomp', 'npadvmod', 'conj']",1,0,0
1432,"['root', 'attr', 'npadvmod', 'compound']",1,0,0
1433,"['root', 'attr', 'npadvmod']",1,0,0
1434,"['root', 'prep', 'pobj', 'appos', 'nummod']",2,0,0
1435,"['root', 'acomp', 'npadvmod', 'nummod', 'quantmod']",2,0,0
1436,"['root', 'acomp', 'npadvmod', 'nummod']",1,0,0
1437,"['root', 'acomp', 'prep', 'prep', 'pobj', 'compound']",1,0,0
1438,"['root', 'prep', 'prep', 'pobj', 'punct']",1,0,0
1439,"['root', 'prep', 'prep', 'pobj', 'conj', 'compound']",1,0,0
1440,"['root', 'prep', 'prep', 'pobj', 'conj']",1,0,0
1441,"['root', 'prep', 'prep', 'pobj', 'conj', 'cc']",1,0,0
1442,"['root', 'prep', 'prep', 'pobj', 'conj', 'conj', 'compound']",1,0,0
1443,"['root', 'prep', 'prep', 'pobj', 'conj', 'conj']",1,0,0
1444,"['root', 'dobj', 'prep', 'pobj', 'punct']",10,0,0
1445,"['root', 'dobj', 'prep', 'pobj', 'appos', 'nummod']",1,0,0
1446,"['root', 'dobj', 'prep', 'pobj', 'appos']",3,1,1
1447,"['root', 'conj', 'appos']",1,1,1
1448,"['root', 'dobj', 'appos', 'nummod']",1,0,0
1449,"['root', 'dobj', 'appos']",2,2,2
1450,"['root', 'dobj', 'prep', 'pobj', 'npadvmod']",1,0,0
1451,"['root', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'det']",1,0,0
1452,"['root', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'nmod', 'punct']",3,0,0
1453,"['root', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'nmod']",10,0,0
1454,"['root', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'nmod', 'amod']",1,0,0
1455,"['root', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'nmod', 'appos', 'advmod']",1,0,0
1456,"['root', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj']",4,0,0
1457,"['root', 'nsubj', 'prep', 'pobj', 'nummod']",2,0,0
1458,"['root', 'prep', 'prep', 'pobj', 'nummod']",2,0,0
1459,"['root', 'prep', 'pobj', 'prep', 'pobj', 'nummod']",3,0,0
1460,"['root', 'ccomp', 'nsubjpass', 'nummod', 'quantmod']",2,0,0
1461,"['root', 'ccomp', 'nsubjpass', 'acl', 'dobj', 'amod']",1,0,0
1462,"['root', 'ccomp', 'nsubjpass', 'acl', 'dobj']",1,0,0
1463,"['root', 'ccomp', 'nsubjpass', 'acl', 'dobj', 'compound']",1,0,0
1464,"['root', 'ccomp', 'acomp', 'prep', 'pobj', 'compound']",1,0,0
1465,"['root', 'ccomp', 'acomp', 'prep', 'pobj', 'punct']",1,0,0
1466,"['root', 'ccomp', 'acomp', 'prep', 'pobj', 'appos']",1,0,0
1467,"['root', 'ccomp', 'acomp', 'prep', 'pobj', 'appos', 'compound']",1,0,0
1468,"['root', 'ccomp', 'acomp', 'prep', 'pobj', 'appos', 'relcl', 'nsubj']",1,0,0
1469,"['root', 'ccomp', 'acomp', 'prep', 'pobj', 'appos', 'relcl']",1,0,0
1470,"['root', 'ccomp', 'acomp', 'prep', 'pobj', 'appos', 'relcl', 'aux']",1,0,0
1471,"['root', 'ccomp', 'acomp', 'prep', 'pobj', 'appos', 'relcl', 'dobj']",1,0,0
1472,"['root', 'ccomp', 'acomp', 'prep', 'pobj', 'appos', 'relcl', 'dobj', 'amod']",1,0,0
1473,"['root', 'ccomp', 'acomp', 'prep', 'pobj', 'appos', 'relcl', 'dobj', 'prep']",1,0,0
1474,"['root', 'ccomp', 'acomp', 'prep', 'pobj', 'appos', 'relcl', 'dobj', 'prep', 'pobj']",1,0,0
1475,"['root', 'ccomp', 'acomp', 'prep', 'pobj', 'appos', 'relcl', 'dobj', 'prep', 'pobj', 'relcl', 'nsubj', 'poss']",1,0,0
1476,"['root', 'ccomp', 'acomp', 'prep', 'pobj', 'appos', 'relcl', 'dobj', 'prep', 'pobj', 'relcl', 'nsubj']",1,0,0
1477,"['root', 'ccomp', 'acomp', 'prep', 'pobj', 'appos', 'relcl', 'dobj', 'prep', 'pobj', 'relcl', 'nsubj', 'amod']",1,0,0
1478,"['root', 'ccomp', 'acomp', 'prep', 'pobj', 'appos', 'relcl', 'dobj', 'prep', 'pobj', 'relcl']",1,0,0
1479,"['root', 'ccomp', 'acomp', 'prep', 'pobj', 'appos', 'relcl', 'dobj', 'prep', 'pobj', 'relcl', 'acomp']",1,0,0
1480,"['root', 'ccomp', 'agent', 'pobj', 'prep']",2,0,0
1481,"['root', 'ccomp', 'agent', 'pobj', 'prep', 'pobj', 'amod']",1,0,0
1482,"['root', 'ccomp', 'agent', 'pobj', 'prep', 'pobj']",1,0,0
1483,"['root', 'ccomp', 'agent', 'pobj', 'prep', 'pobj', 'compound', 'compound']",2,2,2
1484,"['root', 'ccomp', 'agent', 'pobj', 'prep', 'pobj', 'compound']",2,2,0
1485,"['root', 'ccomp', 'conj', 'nsubjpass', 'prep']",1,0,0
1486,"['root', 'ccomp', 'conj', 'nsubjpass', 'prep', 'pobj', 'amod']",1,0,0
1487,"['root', 'ccomp', 'conj', 'agent', 'pobj']",1,0,0
1488,"['root', 'nsubj', 'appos', 'prep', 'pobj', 'amod']",1,0,0
1489,"['root', 'prep', 'pobj', 'prep', 'pobj', 'compound', 'compound']",1,1,1
1490,"['root', 'ccomp', 'dobj', 'prep', 'pobj', 'cc']",4,1,0
1491,"['root', 'ccomp', 'dobj', 'prep', 'pobj', 'conj']",2,0,0
1492,"['root', 'ccomp', 'dobj', 'relcl', 'nsubjpass']",1,0,0
1493,"['root', 'ccomp', 'dobj', 'relcl', 'advmod']",1,0,0
1494,"['root', 'ccomp', 'dobj', 'relcl', 'auxpass']",1,0,0
1495,"['root', 'ccomp', 'dobj', 'relcl', 'oprd']",1,0,0
1496,"['root', 'ccomp', 'dobj', 'relcl', 'prep', 'pobj', 'compound', 'nmod']",1,1,1
1497,"['root', 'ccomp', 'dobj', 'relcl', 'prep', 'pobj', 'compound']",1,1,0
1498,"['root', 'ccomp', 'dobj', 'relcl', 'prep', 'pobj', 'compound', 'nmod', 'conj']",1,1,0
1499,"['root', 'ccomp', 'dobj', 'relcl', 'prep', 'pobj', 'conj', 'amod']",1,0,0
1500,"['root', 'ccomp', 'dobj', 'relcl', 'prep', 'pobj', 'conj']",1,0,0
1501,"['root', 'ccomp', 'attr', 'prep', 'pcomp']",1,0,0
1502,"['root', 'ccomp', 'attr', 'prep', 'pcomp', 'prep']",1,0,0
1503,"['root', 'ccomp', 'attr', 'prep', 'pcomp', 'prep', 'pobj', 'nmod']",1,0,0
1504,"['root', 'ccomp', 'attr', 'prep', 'pcomp', 'prep', 'pobj']",1,0,0
1505,"['root', 'ccomp', 'attr', 'prep', 'pcomp', 'prep', 'pobj', 'nmod', 'cc']",1,0,0
1506,"['root', 'ccomp', 'attr', 'prep', 'pcomp', 'prep', 'pobj', 'nmod', 'conj']",1,0,0
1507,"['root', 'ccomp', 'attr', 'prep', 'pcomp', 'prep', 'pobj', 'punct']",2,0,0
1508,"['root', 'ccomp', 'attr', 'prep', 'pcomp', 'prep', 'pobj', 'amod']",1,0,0
1509,"['root', 'ccomp', 'attr', 'prep', 'pcomp', 'prep', 'pobj', 'amod', 'prep']",1,0,0
1510,"['root', 'ccomp', 'attr', 'prep', 'pcomp', 'prep', 'pobj', 'amod', 'prep', 'pobj', 'amod']",1,0,0
1511,"['root', 'ccomp', 'attr', 'prep', 'pcomp', 'prep', 'pobj', 'amod', 'prep', 'pobj']",1,0,0
1512,"['root', 'ccomp', 'attr', 'prep', 'pcomp', 'prep', 'pobj', 'amod', 'prep', 'pobj', 'compound']",1,0,0
1513,"['root', 'ccomp', 'prep', 'pobj', 'nummod', 'advmod']",1,0,0
1514,"['root', 'dobj', 'prep', 'pcomp']",2,0,0
1515,"['root', 'dobj', 'prep', 'pcomp', 'prep']",2,0,0
1516,"['root', 'dobj', 'prep', 'pcomp', 'prep', 'pobj', 'amod']",2,1,1
1517,"['root', 'dobj', 'prep', 'pcomp', 'prep', 'pobj']",3,0,0
1518,"['root', 'conj', 'dobj', 'advmod']",1,0,0
1519,"['root', 'conj', 'dobj', 'amod']",2,0,0
1520,"['root', 'conj', 'prep', 'pobj', 'conj']",1,0,0
1521,"['root', 'ccomp', 'nsubjpass', 'compound', 'compound']",1,0,0
1522,"['root', 'ccomp', 'nsubjpass', 'acl', 'agent']",1,0,0
1523,"['root', 'ccomp', 'nsubjpass', 'acl', 'agent', 'pobj', 'det']",1,0,0
1524,"['root', 'ccomp', 'nsubjpass', 'acl', 'agent', 'pobj']",1,0,0
1525,"['root', 'ccomp', 'nsubjpass', 'acl', 'agent', 'pobj', 'amod']",1,0,0
1526,"['root', 'ccomp', 'nsubjpass', 'acl', 'agent', 'pobj', 'compound', 'compound']",1,1,1
1527,"['root', 'ccomp', 'nsubjpass', 'acl', 'agent', 'pobj', 'compound']",1,1,0
1528,"['root', 'ccomp', 'nsubjpass', 'acl', 'prep', 'pobj', 'nummod']",1,0,0
1529,"['root', 'ccomp', 'dobj', 'nummod']",6,0,0
1530,"['root', 'ccomp', 'dobj', 'acl', 'agent']",1,0,0
1531,"['root', 'ccomp', 'dobj', 'acl', 'agent', 'pobj', 'amod']",1,0,0
1532,"['root', 'ccomp', 'dobj', 'acl', 'agent', 'pobj']",1,0,0
1533,"['root', 'ccomp', 'dobj', 'acl', 'agent', 'pobj', 'amod', 'cc']",1,0,0
1534,"['root', 'ccomp', 'dobj', 'acl', 'agent', 'pobj', 'amod', 'conj']",1,0,0
1535,"['root', 'ccomp', 'dobj', 'acl', 'agent', 'pobj', 'compound', 'compound']",1,1,1
1536,"['root', 'ccomp', 'dobj', 'acl', 'agent', 'pobj', 'compound']",1,1,0
1537,"['root', 'advmod', 'npadvmod', 'compound']",1,0,0
1538,"['root', 'advmod', 'npadvmod']",9,0,0
1539,"['root', 'advmod', 'npadvmod', 'prep']",1,0,0
1540,"['root', 'ccomp', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'det']",5,0,0
1541,"['root', 'ccomp', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'amod']",1,0,0
1542,"['root', 'ccomp', 'prep', 'pobj', 'acl', 'nsubj']",1,0,0
1543,"['root', 'ccomp', 'prep', 'pobj', 'acl', 'aux']",1,0,0
1544,"['root', 'ccomp', 'prep', 'pobj', 'acl', 'dobj', 'prep']",1,0,0
1545,"['root', 'ccomp', 'prep', 'pobj', 'acl', 'dobj', 'prep', 'pobj', 'nmod']",1,0,0
1546,"['root', 'ccomp', 'prep', 'pobj', 'acl', 'dobj', 'prep', 'pobj']",1,0,0
1547,"['root', 'ccomp', 'prep', 'pobj', 'acl', 'dobj', 'prep', 'pobj', 'nmod', 'cc']",1,0,0
1548,"['root', 'ccomp', 'prep', 'pobj', 'acl', 'dobj', 'prep', 'pobj', 'nmod', 'conj']",1,0,0
1549,"['root', 'dobj', 'compound', 'compound', 'amod']",1,0,0
1550,"['root', 'dobj', 'compound', 'compound', 'punct']",1,0,0
1551,"['root', 'dobj', 'prep', 'punct']",1,0,0
1552,"['root', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'prep']",3,0,0
1553,"['root', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj', 'poss', 'det']",3,0,0
1554,"['root', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj', 'poss']",1,0,0
1555,"['root', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj', 'poss', 'case']",1,0,0
1556,"['root', 'npadvmod', 'prep', 'pobj']",3,0,0
1557,"['root', 'npadvmod', 'appos']",1,0,0
1558,"['root', 'nmod', 'nmod']",1,1,0
1559,"['root', 'conj', 'prep', 'prep', 'pobj', 'appos']",1,0,0
1560,"['root', 'appos', 'npadvmod', 'compound']",1,1,1
1561,"['root', 'appos', 'appos', 'compound', 'compound']",2,2,2
1562,"['root', 'appos', 'appos', 'prep', 'pobj']",1,1,0
1563,"['root', 'appos', 'appos', 'appos', 'punct']",3,0,0
1564,"['root', 'appos', 'appos', 'appos', 'appos']",3,0,0
1565,"['root', 'appos', 'appos', 'appos', 'appos', 'nummod']",3,0,0
1566,"['root', 'dep', 'nmod', 'nmod']",1,0,0
1567,"['root', 'dep', 'nmod']",1,0,0
1568,"['root', 'dep', 'nmod', 'punct']",4,0,0
1569,"['root', 'dep', 'appos']",3,0,0
1570,"['root', 'amod']",15,6,3
1571,"['root', 'appos', 'appos', 'cc']",1,1,0
1572,"['root', 'appos', 'appos', 'conj']",1,1,0
1573,"['root', 'appos', 'nmod']",2,1,0
1574,"['root', 'appos', 'appos', 'nmod']",1,0,0
1575,"['root', 'appos', 'appos', 'nummod']",5,0,0
1576,"['root', 'appos', 'appos', 'nummod', 'prep']",1,0,0
1577,"['root', 'appos', 'appos', 'compound', 'nummod']",1,0,0
1578,"['root', 'appos', 'compound', 'nummod']",1,0,0
1579,"['root', 'appos', 'appos', 'appos', 'nummod', 'nummod']",1,0,0
1580,"['root', 'appos', 'appos', 'appos', 'appos', 'appos']",1,0,0
1581,"['root', 'compound', 'amod']",1,0,0
1582,"['root', 'acl']",2,0,0
1583,"['root', 'acl', 'agent']",1,0,0
1584,"['root', 'acl', 'agent', 'pobj', 'compound']",2,2,1
1585,"['root', 'appos', 'compound', 'nmod']",1,0,0
1586,"['root', 'appos', 'prep', 'pobj', 'nmod']",1,0,0
1587,"['root', 'nmod', 'prep']",1,1,0
1588,"['root', 'nmod', 'prep', 'pobj']",2,2,1
1589,"['root', 'appos', 'det']",1,0,0
1590,"['root', 'appos', 'prep', 'pobj', 'det']",3,0,0
1591,"['root', 'appos', 'prep', 'pobj', 'prep', 'pobj', 'prep']",1,0,0
1592,"['root', 'appos', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj']",1,0,0
1593,"['root', 'compound', 'nmod']",1,0,0
1594,"['root', 'appos', 'appos', 'nummod', 'nummod']",1,0,0
1595,"['root', 'compound', 'case']",1,1,0
1596,"['root', 'compound', 'case', 'punct']",5,0,0
1597,"['root', 'appos', 'compound', 'compound', 'compound']",1,0,0
1598,"['root', 'appos', 'conj']",1,1,0
1599,"['root', 'appos', 'conj', 'cc']",1,1,0
1600,"['root', 'appos', 'conj', 'conj']",1,1,0
1601,"['root', 'nmod', 'nummod']",1,1,0
1602,"['root', 'appos', 'npadvmod', 'nummod']",1,0,0
1603,"['root', 'prep', 'pobj', 'npadvmod']",2,0,0
1604,"['root', 'advcl', 'prep', 'pcomp']",3,0,0
1605,"['root', 'advcl', 'prep', 'pobj', 'prep', 'pobj', 'amod']",2,0,0
1606,"['root', 'advcl', 'prep', 'pobj', 'prep', 'pobj', 'conj']",1,1,1
1607,"['root', 'advcl', 'prep', 'pobj', 'prep', 'pobj', 'conj', 'cc']",2,0,0
1608,"['root', 'advcl', 'prep', 'pobj', 'prep', 'pobj', 'conj', 'conj']",1,1,1
1609,"['root', 'conj', 'prep', 'pobj', 'det']",5,0,0
1610,"['root', 'conj', 'advmod', 'prep']",3,0,0
1611,"['root', 'conj', 'advmod', 'prep', 'pobj']",2,1,1
1612,"['root', 'conj', 'advcl', 'dobj', 'det']",1,0,0
1613,"['root', 'conj', 'advcl', 'dobj']",3,0,0
1614,"['root', 'conj', 'advcl', 'dobj', 'amod']",2,0,0
1615,"['root', 'conj', 'advcl', 'dobj', 'compound', 'compound']",1,1,1
1616,"['root', 'conj', 'advcl', 'dobj', 'compound']",1,1,0
1617,"['root', 'advcl', 'ccomp', 'mark']",4,0,0
1618,"['root', 'advcl', 'ccomp', 'dobj', 'det']",1,0,0
1619,"['root', 'advcl', 'ccomp', 'dobj', 'amod']",1,0,0
1620,"['root', 'advcl', 'ccomp', 'dobj', 'prep', 'pobj', 'det']",1,0,0
1621,"['root', 'ccomp', 'ccomp', 'dobj']",2,0,0
1622,"['root', 'ccomp', 'ccomp', 'nsubj']",4,0,0
1623,"['root', 'ccomp', 'ccomp', 'npadvmod']",2,0,0
1624,"['root', 'xcomp', 'advmod']",1,0,0
1625,"['root', 'xcomp', 'advmod', 'prep', 'pobj']",1,0,0
1626,"['root', 'nsubj', 'poss', 'det']",1,0,0
1627,"['root', 'prep', 'pobj', 'prep', 'pobj', 'appos', 'det']",1,0,0
1628,"['root', 'prep', 'pobj', 'prep', 'pobj', 'appos', 'amod']",1,0,0
1629,"['root', 'prep', 'pobj', 'prep', 'pobj', 'appos', 'prep']",1,0,0
1630,"['root', 'prep', 'pobj', 'prep', 'pobj', 'appos', 'prep', 'pobj']",1,1,1
1631,"['root', 'ccomp', 'xcomp', 'cc']",1,0,0
1632,"['root', 'ccomp', 'xcomp', 'conj']",1,0,0
1633,"['root', 'ccomp', 'xcomp', 'conj', 'dobj']",1,0,0
1634,"['root', 'ccomp', 'xcomp', 'conj', 'dobj', 'relcl', 'advmod']",1,0,0
1635,"['root', 'ccomp', 'xcomp', 'conj', 'dobj', 'relcl']",1,0,0
1636,"['root', 'ccomp', 'xcomp', 'conj', 'dobj', 'relcl', 'nsubjpass', 'poss']",2,0,0
1637,"['root', 'ccomp', 'xcomp', 'conj', 'dobj', 'relcl', 'nsubjpass']",1,0,0
1638,"['root', 'ccomp', 'xcomp', 'conj', 'dobj', 'relcl', 'aux']",1,0,0
1639,"['root', 'ccomp', 'xcomp', 'conj', 'dobj', 'relcl', 'auxpass']",1,0,0
1640,"['root', 'conj', 'ccomp', 'neg']",1,0,0
1641,"['root', 'conj', 'ccomp', 'dobj', 'prep', 'pobj', 'det']",1,0,0
1642,"['root', 'conj', 'ccomp', 'dobj', 'prep', 'pobj', 'amod']",2,0,0
1643,"['root', 'ccomp', 'conj', 'acomp', 'advmod', 'advmod']",1,0,0
1644,"['root', 'ccomp', 'conj', 'acomp', 'advmod']",1,0,0
1645,"['root', 'ccomp', 'conj', 'acomp', 'prep']",1,0,0
1646,"['root', 'ccomp', 'conj', 'acomp', 'prep', 'pobj']",1,0,0
1647,"['root', 'advcl', 'agent']",4,0,0
1648,"['root', 'advcl', 'agent', 'pobj']",3,1,0
1649,"['root', 'advcl', 'agent', 'pobj', 'prep']",2,1,0
1650,"['root', 'advcl', 'agent', 'pobj', 'prep', 'pobj', 'det']",2,0,0
1651,"['root', 'advcl', 'agent', 'pobj', 'prep', 'pobj']",2,1,0
1652,"['root', 'advcl', 'agent', 'pobj', 'prep', 'pobj', 'compound', 'amod']",1,0,0
1653,"['root', 'advcl', 'agent', 'pobj', 'prep', 'pobj', 'compound']",1,0,0
1654,"['root', 'advcl', 'agent', 'pobj', 'cc']",2,0,0
1655,"['root', 'advcl', 'agent', 'pobj', 'conj']",1,0,0
1656,"['root', 'advcl', 'agent', 'pobj', 'conj', 'acl']",1,0,0
1657,"['root', 'advcl', 'agent', 'pobj', 'conj', 'acl', 'agent', 'pobj']",1,0,0
1658,"['root', 'advcl', 'agent', 'pobj', 'conj', 'acl', 'agent', 'pobj', 'compound']",2,1,1
1659,"['root', 'advcl', 'agent', 'pobj', 'conj', 'acl', 'agent', 'pobj', 'conj']",1,0,0
1660,"['root', 'advcl', 'agent', 'pobj', 'conj', 'acl', 'agent', 'pobj', 'conj', 'prep']",1,0,0
1661,"['root', 'advcl', 'agent', 'pobj', 'conj', 'acl', 'agent', 'pobj', 'conj', 'prep', 'pobj', 'det']",1,0,0
1662,"['root', 'advcl', 'agent', 'pobj', 'conj', 'acl', 'agent', 'pobj', 'conj', 'prep', 'pobj']",1,0,0
1663,"['root', 'advcl', 'agent', 'pobj', 'conj', 'acl', 'agent', 'pobj', 'conj', 'prep', 'pobj', 'amod']",2,0,0
1664,"['root', 'advcl', 'agent', 'pobj', 'conj', 'acl', 'agent', 'pobj', 'conj', 'prep', 'pobj', 'nmod']",1,1,1
1665,"['root', 'advmod', 'npadvmod', 'nummod']",4,0,0
1666,"['root', 'npadvmod', 'poss', 'det']",1,0,0
1667,"['root', 'npadvmod', 'poss']",1,0,0
1668,"['root', 'npadvmod', 'poss', 'case']",1,0,0
1669,"['root', 'ccomp', 'npadvmod', 'det']",1,0,0
1670,"['root', 'ccomp', 'conj', 'nsubj', 'det']",1,0,0
1671,"['root', 'ccomp', 'conj', 'nsubj', 'amod']",1,0,0
1672,"['root', 'ccomp', 'conj', 'nsubj', 'prep', 'pobj', 'compound']",1,1,1
1673,"['root', 'ccomp', 'conj', 'xcomp', 'prep']",1,0,0
1674,"['root', 'ccomp', 'conj', 'xcomp', 'prep', 'pobj', 'amod']",1,0,0
1675,"['root', 'ccomp', 'conj', 'xcomp', 'prep', 'pobj']",1,0,0
1676,"['root', 'xcomp', 'attr', 'det']",1,0,0
1677,"['root', 'xcomp', 'attr']",1,0,0
1678,"['root', 'xcomp', 'attr', 'amod']",1,0,0
1679,"['root', 'ccomp', 'nsubj', 'acl', 'advmod']",1,0,0
1680,"['root', 'ccomp', 'nsubj', 'acl']",2,0,0
1681,"['root', 'ccomp', 'nsubj', 'acl', 'dobj']",1,0,0
1682,"['root', 'prep', 'pcomp', 'nsubj', 'amod']",2,1,1
1683,"['root', 'prep', 'pcomp', 'nsubj']",3,2,1
1684,"['root', 'prep', 'pcomp', 'cc']",1,0,0
1685,"['root', 'prep', 'pcomp', 'conj']",2,0,0
1686,"['root', 'prep', 'pcomp', 'conj', 'advmod', 'npadvmod', 'nummod']",1,0,0
1687,"['root', 'prep', 'pcomp', 'conj', 'advmod', 'npadvmod']",1,0,0
1688,"['root', 'prep', 'pcomp', 'conj', 'prep']",1,0,0
1689,"['root', 'prep', 'pcomp', 'conj', 'prep', 'pobj']",2,0,0
1690,"['root', 'nsubj', 'nmod', 'det']",1,0,0
1691,"['root', 'dobj', 'compound', 'nummod']",1,0,0
1692,"['root', 'dobj', 'prep', 'pobj', 'compound', 'amod']",2,1,1
1693,"['root', 'dobj', 'compound', 'amod']",2,0,0
1694,"['root', 'conj', 'advmod', 'npadvmod', 'nummod']",1,0,0
1695,"['root', 'conj', 'advmod', 'npadvmod']",3,0,0
1696,"['root', 'conj', 'advcl', 'mark']",2,0,0
1697,"['root', 'conj', 'advcl', 'dobj', 'prep', 'pobj', 'nummod', 'compound']",1,0,0
1698,"['root', 'conj', 'advcl', 'dobj', 'prep', 'pobj', 'nummod']",3,0,0
1699,"['root', 'conj', 'advcl', 'dobj', 'prep', 'pobj', 'prep']",1,0,0
1700,"['root', 'conj', 'advcl', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'compound']",1,0,0
1701,"['root', 'conj', 'advcl', 'dobj', 'prep', 'pobj', 'prep', 'npadvmod', 'amod']",1,0,0
1702,"['root', 'conj', 'advcl', 'dobj', 'prep', 'pobj', 'prep', 'npadvmod']",1,0,0
1703,"['root', 'conj', 'advcl', 'dobj', 'cc']",1,0,0
1704,"['root', 'conj', 'advcl', 'dobj', 'conj']",1,0,0
1705,"['root', 'conj', 'advcl', 'dobj', 'conj', 'acl']",1,0,0
1706,"['root', 'conj', 'advcl', 'dobj', 'conj', 'acl', 'prep']",1,0,0
1707,"['root', 'conj', 'advcl', 'dobj', 'conj', 'acl', 'prep', 'pobj']",1,0,0
1708,"['root', 'conj', 'advcl', 'dobj', 'conj', 'acl', 'prep', 'prep']",1,0,0
1709,"['root', 'conj', 'advcl', 'dobj', 'conj', 'acl', 'prep', 'prep', 'pobj', 'compound']",1,0,0
1710,"['root', 'ccomp', 'nsubj', 'amod', 'amod']",1,0,0
1711,"['root', 'ccomp', 'npadvmod', 'nummod']",1,0,0
1712,"['root', 'conj', 'advcl', 'npadvmod', 'nummod']",1,0,0
1713,"['root', 'conj', 'advcl', 'npadvmod']",1,0,0
1714,"['root', 'advcl', 'npadvmod', 'det']",1,0,0
1715,"['root', 'advcl', 'npadvmod', 'amod']",1,0,0
1716,"['root', 'advcl', 'npadvmod', 'nummod']",2,0,0
1717,"['root', 'advcl', 'advcl', 'dobj', 'amod']",1,0,0
1718,"['root', 'advcl', 'advcl', 'dobj', 'acl']",1,0,0
1719,"['root', 'advcl', 'advcl', 'dobj', 'acl', 'agent']",2,0,0
1720,"['root', 'advcl', 'advcl', 'dobj', 'acl', 'agent', 'pobj', 'det']",4,0,0
1721,"['root', 'advcl', 'advcl', 'dobj', 'acl', 'agent', 'pobj']",1,0,0
1722,"['root', 'advcl', 'advcl', 'dobj', 'acl', 'agent', 'pobj', 'compound', 'nummod']",1,0,0
1723,"['root', 'advcl', 'advcl', 'dobj', 'acl', 'agent', 'pobj', 'compound']",1,0,0
